key_realisateur;key_film;AUTEUR
933;; my uncle"
934;8863;franck gastambide
935;;chow, stephen
936;;moreau, david
937;8275;yoann guillouzouic
938;;tyldum, morten
939;;annaud, jean-jacques
940;4271;florent bernard
941;;luske, hamilton
942;;jaspaert, jeroen
943;;gray, james
944;8558;zhou gao wu
945;8061;ken biller
946;;gozlan, yann
947;;arcady, alexandre
948;;bayona, juan antonio
949;7939;sylvie ohayon
950;;lilienfeld, jean-paul
951;8700;bouvard viret
952;;zeitlin, benh
953;;niccol, andrew
954;8819;eric judor
955;;miyazaki, hayao
956;;leclere, alexandra
957;;mayer, michael
958;;smith, simon j.
959;;clements, ron
960;;rappeneau, jean-paul
961;;comencini, luigi
962;;trevorrow, colin
963;;howard, ron
964;;zep
965;;karukoski, dome
966;;bedos, nicolas
967;8667;eva husson
968;;rourke, josie
969;4382;nathalie marchak
970;8766;julien hallard
971;;clermont-tonnerre, laure de
972;8719;dominique farrugia
973;7585;elsa bennett hippolyte dard
974;;richet, jean-francois
975;4946;marion vernoux
976;;fleischer, ruben
977;6758;judith davis
978;8676;maiwenn
979;2856;antonin delaroche-vernet
980;5149;emma de caunes
981;;butler, chris
982;;becker, jean
983;;fieschi, jacques
984;;baek-yeop, sung
985;;walter, anders
986;7664;michel denisot
987;;bonello, bertrand
988;8825;jeremie renier
989;;bourboulon, martin
990;;le guay, philippe
991;8311;maryel devera
992;;russo, joe
993;; charlotte armstrong, aut. adapte 
994;;dercourt, denis
995;8351;nicolas silhol
996;8288;dany boon
997;;benioff, david
998;;espigares, alexandre
999;4313;michael marie
1000;;riklis, eran
1001;8546;huo jianqi
1002;7427;shujaat saudagar
1003;7927;antonin peretjatko
1004;;blossier, antoine.
1005;;langmann, thomas
1006;8777;maxime govare
1007;;de vita, christian
1008;;hill, tim
1009;3685;nicolas cuche
1010;;hakonarson, grimur
1011;;cortes, rodrigo
1012;8808;july hygreck
1013;8646;marilou berry
1014;3640;romuald boulanger
1015;8548;sandrine dumas
1016;7883;thibaud martin
1017;;johnson, rian
1018;4613;akim isker
1019;7336;hector cabello reyes
1020;7856;thierry binisti
1021;;godeau, philippe
1022;8704;mahamat-saleh haroun
1023;8035;hugo blick
1024;5237;jacques doillon
1025;;doillon, jacques
1026;2995;virginie saveur
1027;;chaye, remi
1028;;wayans, keenen ivory
1029;;lucas, george
1030;;campillo, robin
1031;;valette, eric
1032;;scafaria, lorene.
1033;8866;tien-jen huang
1034;7651;dan sackheim
1035;;debbouze, jamel
1036;6628;pascal bourdiaux
1037;;sohn, peter
1038;;bellocchio, marco.
1039;;egoyan, atom
1040;8159;gilles legrand
1041;8674;charlotte schi0ler
1042;;murphy, ryan
1043;;rintaro
1044;;dupontel, albert
1045;7175;prentice penny
1046;8191;walter veltroni
1047;8587;pierre andre lhomme
1048;;jenson, vicky
1049;8878;novemie lvovsky
1050;;beauvois, xavier
1051;;chandor, j.c.
1052;7111;andy mogel
1053;7111;jarrad paul
1054;;laguionie, jean-frandcois
1055;7360;stephanie murat
1056;;levinson, barry
1057;8860;emily mortimer
1058;;norton, edward
1059;;vallee, jean-marc
1060;1689;pierre salvadori
1061;;forbes, maya
1062;3190;franck magnier
1063;8472;carine tardieu
1064;;alfredson, tomas
1065;;lartigau, eric
1066;;mcteigue, james
1067;6064;mathias pardo
1068;;jacobsen, esben toft
1069;;carriere, christine
1070;;kurtzman, alex
1071;;schmitt, eric-emmanuel
1072;;kusturica, emir
1073;;salle, jerome
1074;6223;david hourregue
1075;;delaporte, matthieu
1076;6238;philippe larue
1077;;rodriguez, robert
1078;;mayer, zoltan
1079;6163;matt hastings
1080;3273;valeria bruni tedeschi
1081;5825;julien hosmalin
1082;5825;lionel mougin
1083;;desagnat, francois
1084;;russell, jay
1085;;leconte, patrice
1086;8102;bruno chiche
1087;;bobin, james
1088;8849;james foley
1089;;jacquot, benoit
1090;8516;simon bouisson
1091;8868;virginie verrier
1092;;petzold, christian
1093;8621;audrey diwan
1094;;bluth, don
1095;1416;maxime roy
1096;7937;jan kounen
1097;8536;alexandra leclere
1098;;miller, tim
1099;;mouscadet, jerome
1100;8513;didier philippe
1101;598;matthieu longatte
1102;1823;aritz moreno
1103;7599;camille delamarre
1104;7599;franck brett
1105;;samuell, yann
1106;;templeton, suzie
1107;;pariser, nicolas
1108;;lord, peter
1109;;king, paul
1110;1188;robert guediguian
1111;;yoshiura, yasuhiro
1112;;gannaway, robert
1113;;roby, daniel
1114;;ozon, frandcois
1115;184;gabriel le bomin
1116;8608;li lu
1117;4718;chris briant
1118;;ficarra, glenn.
1119;;stevenson, robert
1120;8559;julian schnabel
1121;;kurosawa, kiyoshi
1122;;luhrmann, baz
1123;;di giusto, staephanie
1124;;lellouche, gilles
1125;5420;maxime charden, laurene dervieux
1126;;trank, josh
1127;;berla, stephane
1128;7541;willy biondani
1129;8534;sergi portabella
1130;;wiseman, len
1131;7498;franck ribiere
1132;3463;ben
1133;;farhadi, asghar
1134;4889;cedric klapisch
1135;;burger, neil
1136;;affleck, ben
1137;;estibal, sylvain
1138;;antin, juan
1139;;serraille, laeonor
1140;;rouby, simon
1141;;crowley, john
1142;;zwart, harald
1143;;davies, terence
1144;;waters, mark
1145;;mitchell, mike
1146;;annable, graham
1147;;winterbottom, michael
1148;;barbier, eric
1149;;crowe, cameron
1150;2893;yvan attal
1151;;robelin, stephane
1152;7712;stevan lee mraovitch
1153;;lateste, eddie
1154;5190;tristan aurouet thomas bidegain marc fitoussi cyril gelblat vianney lebasque
1155;;sonnenfeld, barry
1156;6662;santiago mitre
1157;5260;arnaud viard
1158;;meier, ursula
1159;;coulin, muriel
1160;;penn, sean
1161;4712;manuel laurent
1162;4712;anouar el alami
1163;;grimond, philippe
1164;;anspach, solveig
1165;;yates, david
1166;8599;stephane
1167;8599;david foenkinos
1168;;webb, marc
1169;7080;xavier de choudens
1170;;webb, mark
1171;126;byun hyuk
1172;;hara, keiichi
1173;3630;maxime taris
1174;5909;geoff sax
1175;7717;alexandre pierrin
1176;7717;olivier marquezy
1177;8265;simon astier
1178;;miller, chris
1179;;nichols, mike
1180;;seong, baek-yeob
1181;5274;denis imbert
1182;6606;saphia azzeddine
1183;6606;francois-regis jeanne
1184;8675;foazan rizal
1185;;chaplin, charles
1186;;branagh, kenneth
1187;579;ignacio clemente mateos
1188;;reine, sophie
1189;8623;louis choquette
1190;;smith, sarah
1191;;wan, james
1192;7012;monsieur mohamed hamidi
1193;;condon, bill
1194;8812;charline bourgeois tacquet
1195;;aster, ari
1196;;attal, yvan
1197;3601;association cdcl
1198;;lindholm, tobias.
1199;;clert, alexandra
1200;;minghella, anthony
1201;;cooley, josh
1202;8916;katia lewkowicz
1203;;sy, brigitte
1204;;annakin, ken
1205;5258;gabriel julien-laferriere
1206;8499;jean pascal zadi
1207;8499;john waxxx
1208;5569;kim nguyen
1209;;tati, jacques
1210;;abouet, marguerite
1211;7202;michele laroque
1212;6408;bruno mercier
1213;7222;jacques audiard
1214;8560;pierre-andre lhomme
1215;;ozon, francois
1216;;lloyd, phyllida
1217;4810;cedric lepretre
1218;8313;lea mazer
1219;3951;margaux lenfant
1220;8416;lucien jean baptiste
1221;8450;denis thybaud
1222;6507;cedric le gallo
1223;6507;maxime govare
1224;;le besco, maiwenn.
1225;;zonca, erick
1226;;abbasi, ali
1227;7869;anna cazanave-cambet
1228;;erguven, deniz gamze
1229;2082;gabriele muccino
1230;;bernard, ludovic
1231;6492;n/a
1232;;gerwig, greta
1233;1450;florent sabatier
1234;8268;nadir mokneche
1235;;zem, roschdy
1236;8420;romain levy
1237;;ritchie, guy
1238;;loiseau, nadege
1239;;czajka, isabelle
1240;;jaoui, agnes
1241;;verney, cathy
1242;7084;emmanuel courcol
1243;7554;sandrine kiberlain
1244;6613;dan zeff
1245;8846;daniel cohen
1246;;hall, don
1247;;lelouch, claude
1248;;thurmeier, michael
1249;;ramsey, peter
1250;8583;pierre schoeller
1251;7140;hirokazu kore-eda
1252;;saleem, hiner
1253;8428;stephane robelin
1254;;lelio, sebastian
1255;5232;elsa bennet
1256;5232;hyppolite dard
1257;5232;simon astier
1258;;cooper, bradley
1259;8609;michel leclerc
1260;;jones, tommy lee
1261;8848;philippe garrel
1262;;pins, arthur de
1263;8769;xiancheng deng
1264;5750;philippe lacheau
1265;8173;louis leterrier
1266;;dujardin, jean
1267;;aronofsky, darren
1268;6678;rachid bouchareb
1269;8592;cheyenne carron
1270;8832;josee dayan
1271;;ly, ladj
1272;;panahi, jafar
1273;5713;varante soudjian
1274;1095;tuva novotny
1275;;comar, etienne
1276;1735;francois valla
1277;8864;christopher thompson
1278;8578;steven conrad
1279;;o'callaghan, matthew
1280;7507;martial schmeltz
1281;;scott, ken
1282;;melfi, theodore
1283;6364;louis farge
1284;;podalydes, bruno
1285;5899;miguel courtois
1286;5732;sophie fillieres
1287;;kaurismaki, aki
1288;8885;stephane batut
1289;;baroux, olivier
1290;;duthuron, christophe
1291;8750;antoine garceau
1292;8750;marc fitoussi
1293;;changdong, lee
1294;6708;alexandre claudin
1295;;loter, steve
1296;;lavaine, eric
1297;3441;muriel robin
1298;;kahn, cedric
1299;3442;virginie sauveur
1300;8202;min-ho woo
1301;;clichy, louis
1302;;johnston, joe
1303;;kitano, takeshi
1304;;bellocchio, marco
1305;;larrieu, arnaud
1306;5662;lucas bernard
1307;;gilroy, dan
1308;7054;flo ber
1309;8475;arnauld mercadier
1310;;maguire, sharon
1311;;graffin, benoait
1312;;elbe, pascal
1313;4496;nicolas capu
1314;4496;mona achache
1315;7654;stephan kopecky
1316;8075;nadav lapid
1317;6248;agnes obdia
1318;7978;mathieu amalric
1319;;letterman, rob
1320;8544;eleonore pourriat
1321;6882;dan mazer
1322;;dridi, karim
1323;;rappeneau, julien
1324;6973;jean-xavier de lestrade
1325;;eastwood clint
1326;;guadagnino, luca
1327;;cavayae, fred
1328;8441;reem kherici
1329;5402;manuel laigre
1330;;mckay, chris
1331;;foster, jodie
1332;;edgerton, joel
1333;;kore-eda, hirokazu
1334;;le gallo, caedric
1335;8332;david michod
1336;8269;mukesh chhabra
1337;8069;harry bradbeer
1338;;scott, ridley
1339;;unkrich, lee
1340;;pawlikovsky, pawel
1341;;weerasethakul, apichatpong
1342;8517;lea fazer
1343;;cornillac, clovis
1344;8001;yuri rossi
1345;7033;cong li
1346;;koepp, david
1347;8856;jean pierre ameris
1348;;sanders, chris
1349;5396;yann gozlan
1350;;peretjatko, antonin
1351;;siri, florent-emilio
1352;;abrams, jeffrey jacob.
1353;6496;xavier durringer
1354;7898;manousos manousakis
1355;8556;michel blanc
1356;7846;melissa drigeard
1357;;lachauer, jan
1358;;molia, xabi
1359;;bay, michael
1360;;mungiu, cristian
1361;;griffiths, mark
1362;7828;frederic hazan
1363;8248;flora lau
1364;;toro, guillermo del
1365;7963;philippe lioret
1366;;wirkola, tommy
1367;8793;meliane marcaggi
1368;;brize, stephane
1369;3745;laure debutler
1370;;borleteau, lucie
1371;3984;goncalo waddington
1372;237;hortense motrot pinchon
1373;;lee, ang
1374;6106;julien weille
1375;8579;renaud bertrand
1376;;amalric, mathieu
1377;;saada, nicolas
1378;8336;alfred lot
1379;;triet, justine
1380;;park, nick
1381;;drexel, claus
1382;;bouchareb, rachid
1383;;noxon, marty
1384;;donzelli, valerie
1385;2595;jouy samuel
1386;;heboyan, alexandre
1387;8378;olivier meys
1388;;winding refn, nicolas
1389;;fellowes, julian
1390;;moore, rich
1391;;watts, jon
1392;;guaediguian, robert
1393;;jia, zhang ke
1394;;ross, gary
1395;;hamidi, mohamed
1396;;jung
1397;;gabriel, mike
1398;;mcquarrie, christopher
1399;;russo, anthony
1400;;csupo, gabor
1401;8644;anthony marciano
1402;;mccarthy, tom
1403;;martino, steve
1404;;lilti, thomas
1405;;pimental, brian
1406;;chatiliez, etienne
1407;8607;vianney lebasque
1408;2303;andrei smirnov
1409;8612;amy sherman-palladino
1410;8612;dan palladino
1411;;chadha, gurinder
1412;8879;fabrice gobert
1413;;stanton, andrew.
1414;;charlot, alexandre
1415;7569;juan pablo martinez
1416;8869;amanda sthers
1417;;padilha, jose
1418;8892;quentin reynaud
1419;7903;bernard stora
1420;;daniels, lee
1421;8660;ludovik
1422;;coppola, sofia
1423;;hall, klay
1424;;sandberg, david f.
1425;;chayae, raemi
1426;8376;frederic forestier
1427;;berri, claude
1428;;deschamps, jerome
1429;;fehner, laea
1430;;lespert, jalil
1431;;marshall, rob
1432;;bardine, garri
1433;;rodriguez, alberto
1434;8116;frederic berthe
1435;;lepage, frederic
1436;;scanlon, dan
1437;;perrin, jacques
1438;8786;julien rappeneau
1439;;huth, james
1440;8550;philippe harel
1441;8380;arnaud selignac,
1442;;loach, ken
1443;;gelin, hugo
1444;8454;clovis cornillac
1445;;fletcher, dexter
1446;8604;ralph fiennes
1447;7732;marie jardillier, mathieu oullion
1448;;kaytis, clay
1449;8877;blandine lenoir
1450;;ortega, kenny
1451;;arnold, andrea
1452;;garland, alex
1453;948;ange raynaud
1454;2657;nonstop producoes
1455;;salvadori, pierre
1456;;schoeller, pierre
1457;;mihaileanu, radu
1458;;muller, valerie
1459;;szabo, thomas
1460;;roach, jay
1461;7813;paul lapierre
1462;;le besco, maeiwenn
1463;;tadjedin, massy
1464;;durringer, xavier
1465;;ronning, joachim
1466;;gibson, mel
1467;4626;felix guimard
1468;8876;guillaume gallienne
1469;7247;philippe le guay
1470;;noonan, chris
1471;5254;vincent garenq
1472;3372;stephane kappes
1473;8857;liu chun-chien
1474;7122;alex graves
1475;2855;frederic schoendoerffer
1476;;redford, robert
1477;;blair, wayne
1478;;lumet, sidney
1479;8542;matthew weiner
1480;;pautonnier, gaerard
1481;8568;frank bellocq
1482;;cook, barry
1483;8573;eva ionesco
1484;;oelhoffen, david
1485;;varin, mathias
1486;8895;valerie donzelli
1487;8494;matthias schweighoffer
1488;8636;lisa azuelos
1489;;lasseter, john
1490;8759;marc fitoussi
1491;6748;nath dumont
1492;;mcg
1493;;nicolas-troyan, cedric
1494;;provost, martin
1495;;ragobert, thierry
1496;8567;cedric anger
1497;;al-mansour, haifaa
1498;3719;delphine seignon
1499;8854;e.tolenado/o.nakache
1500;8659;stephen cafiero
1501;;chaumeil, pascal
1502;;columbus, chris
1503;;kasdan, jake
1504;;graffin, benoit
1505;;laguionie, jean-francois
1506;;fillieres, sophie
1507;8798;vladimir rodionoff
1508;8774;francois uzan
1509;7853;bruno podalydes
1510;;sfar, joann
1511;;acker, shane
1512;;fitoussi, marc
1513;;heidscheotter, uwe
1514;;mcdonagh, martin
1515;8190;gilles paquet brenner
1516;;dessaint, jean-christophe
1517;;mangold, james
1518;;wong, kar-wai
1519;;soderbergh, steven
1520;;benchetrit, samuel
1521;;allers, roger
1522;;van sant, gus
1523;;reeves, matt
1524;;lonergan, kenneth
1525;;freitag, hayo
1526;;becker, wolfgang
1527;;salem, lyes
1528;;gagnol, alain
1529;2636;paul-anthony mille
1530;8884;jean marc brondolo
1531;;dolan, xavier
1532;;leclerc, philippe
1533;;slade, david
1534;;white, susanna
1535;;zlotowski, rebecca
1536;;guediguian, robert
1537;;polanski, roman
1538;2403;renaud betrand
1539;;bergeon, edouard
1540;;jonze, spike
1541;;berg, peter
1542;8626;monsieur chris briant
1543;;kapur, shekhar
1544;8738;martin provost
1545;;hoffman, dustin
1546;8682;paolo barzman
1547;8595;wash westmoreland
1548;;chabat, alain
1549;3832;hirokazu kore eda
1550;;zhao, chloae
1551;8887;j.christophe delpias
1552;;donnersmarck, florian henckel von
1553;;gallienne, guillaume
1554;449;paul lapierre
1555;449;juliette tresanini
1556;8805;eric lavaine
1557;;corsini, catherine
1558;3571;mateo guez
1559;;gordon, howard
1560;;cantet, laurent
1561;;twomey, nora
1562;;malle, louis
1563;;lindholm, tobias
1564;4840;leila sy
1565;4840;kery james
1566;;black, shane
1567;8575;marie monge
1568;;core, pierre
1569;;zviaguintsev, andrei
1570;7533;anne de clercq
1571;;ayouch, nabil
1572;;katabuchi, sunao
1573;8631;justine triet
1574;;hogan, p.j.
1575;7949;christian schwochow
1576;;kheiron
1577;8077;marion laine
1578;;hallard, julien
1579;;campion, jane
1580;;anger, cedric
1581;7816;julia rezende
1582;;moore, tomm
1583;;espinosa, daniel
1584;;kormakur, baltasar
1585;;marshall, tonie
1586;;silverman, david
1587;8853;aditya chopra
1588;;guterman, lawrence
1589;;miller, george
1590;;hewitt, pete
1591;5737;antoine de bary
1592;;sharpsteen, ben
1593;8181;pascal lahmani
1594;8401;antoine chevrollier
1595;;green, david gordon
1596;;tardieu, carine
1597;;liman, doug
1598;;gansel, dennis
1599;;cebula, idit
1600;;foenkinos, stephane
1601;8433;gabriel laferriere
1602;3257;philippe lefebvre
1603;;verbinski, gore
1604;;zemeckis, robert
1605;2674;clement michel
1606;;payne, alexander
1607;8715;tessa schram
1608;6989;nicolas bedos
1609;824;jean-baptiste dusseaux
1610;;bezancon, raemi
1611;;barras, claude
1612;;michalik, alexis
1613;;diasteme
1614;;boukhrief, nicolas
1615;;vincent, thomas
1616;;miller, claude
1617;3708;jean paul civeyrac
1618;;anger, caedric
1619;;jones, kirk
1620;;forster, marc
1621;8257;matt bloom, robert burke, ronan burke
1622;;brizae, staephane
1623;;ferrante, elena
1624;8358;eric baudelaire
1625;5629;david
1626;5629;stephane foenkinos
1627;;swan, michael
1628;8504;baya kasmi
1629;;chbosky, stephen
1630;6696;mathias malzieu
1631;;summer, eric
1632;8598;ken scott
1633;;dardenne, luc
1634;7803;charlotte brandstrom
1635;8765;cyprien vial
1636;8281;gary gray
1637;8458;danielle arbid
1638;;davis, john a.
1639;7449;stephane marelli
1640;;gans, christophe
1641;;cabrera, dominique
1642;3700;benoit jacquot
1643;8648;renaud bertrand
1644;8648;noemie saglio
1645;;mitchell, david robert
1646;7981;zhang bo li
1647;;campanella, juan j.
1648;;persichetti, bob
1649;416;laurent rochette
1650;;anderson, stephen j.
1651;;field, todd
1652;329;alexandre da silva
1653;;aramaki, shinji
1654;;rabate, pascal
1655;;bannier, gilles
1656;;hillcoat, john
1657;;tavernier, nils
1658;;greno, nathan
1659;8375;frederic jardin
1660;;szumowska, malgorzata
1661;8602;mia hansen-love
1662;;lutz, alex
1663;;delpy, julie.
1664;8645;frankie wallach
1665;;schuh, jakob
1666;7614;james huth
1667;;renner, benjamin
1668;;balda, kyle
1669;;jung (1965-....)
1670;;kojima, masayuki
1671;;meddour, mounia
1672;7199;benedicte delmas
1673;5128;leo karmann
1674;8713;valerie urrea
1675;8713;nathalie masduraud
1676;;mauduit, allan
1677;;szifron, damian
1678;;mcgrath, tom
1679;;thomas, betty
1680;;onteniente, fabien
1681;;tuel, laurent
1682;6529;fabrice eboue
1683;;gonzalez inarritu, alejandro
1684;;lord, phil
1685;;okiura, hiroyuki
1686;7232;edouard deluc
1687;;advani, nikhil
1688;8139;julien weill
1689;8899;herve hadmar
1690;;phillips, todd
1691;;desmares, christian
1692;;miller, bruce
1693;;guirado, eric
1694;6343;romane bohringer
1695;;deyries, bernard
1696;1423;alexandre castagnetti
1697;;coen, joel
1698;6276;marie garel weiss
1699;;laine, marion
1700;5360;david lynch
1701;6648;thomas lilti
1702;7220;chun chieh
1703;1909;elsa amiel
1704;8370;eve deboise
1705;;holland, agnieszka
1706;;heidschotter, uwe
1707;;wright, joe
1708;;pouzadoux, pascale
1709;;gluck, will
1710;7077;jonathan barre
1711;6175;julie oona
1712;;miler, zdenek
1713;8671;jalil lespert
1714;;alaux, david
1715;;haigh, andrew
1716;7066;gabriel aghion
1717;;kershner, irvin
1718;8794;jean paul salome
1719;;besson, luc
1720;7862;john wax, jean-pascal zadi
1721;;le guay, philippe.
1722;8565;jonathan
1723;;corbijn, anton
1724;;hytner, nicholas
1725;8886;myriam aziza
1726;6256;martin bourboulon
1727;8844;shirley monsarrat
1728;;halas, john
1729;;dominik, andrew
1730;8911;vladimir de fontenay/marie monge
1731;;cheney, yarrow
1732;8053;marie-castille mention-schaar
1733;;sheridan, jim
1734;8552;patrick cassir
1735;;trousdale, gary
1736;7729;catherine corsini
1737;8123;andrea bescond
1738;8123;eric metayer
1739;;castagnetti, alexandre
1740;8555;stephen woolfenden
1741;;bercot, emmanuelle
1742;7275;christophe delpias
1743;;fuqua, antoine
1744;6393;jerome commandeur
1745;;de palma, brian
1746;;synger, bryan
1747;8705;dominic savage
1748;3345;matthieu mares-savelli
1749;6760;franck gastambide
1750;6760;david diane
1751;;enrico, jerome
1752;8411;antoinette boulat
1753;;daldry, stephen
1754;;ocelot, michel
1755;8785;olivier ayache vidal
1756;;jacquet, luc
1757;;baudry, antonin
1758;6930;avril besson
1759;;guillard, philippe
1760;4549;yann gonzalez
1761;975;samuel collardey, antoine chevrollier, mathieu demy, helier cisterne
1762;;tappe, holger
1763;;morgan, peter
1764;6723;sinan ozturk
1765;5159;zhou nan
1766;7850;pierre trividic
1767;7850;patrick mario bernard
1768;5610;peter cattaneo
1769;8424;didier le pecheurs
1770;;otomo, katsuhiro
1771;8253;andre erkau
1772;;stone, oliver
1773;8564;david oelhoffen
1774;;berman, ted
1775;;weitz, chris
1776;5030;francois ozon
1777;;amachoukeli, marie
1778;;villeneuve, denis
1779;8119;sarah marx
1780;;leondis, anthony
1781;;weinstein, phil
1782;;huntgeburth, hermine
1783;7684;andreas bescond
1784;7684;eric metayer
1785;;levine, jonathan
1786;4769;dan occo
1787;;duvernay, ava
1788;;goscinny, rene
1789;;braff, zach
1790;;gutierrez, jorge r.
1791;7864;dominique baumart
1792;7864;mouloud achour
1793;;wajeman, elie
1794;4820;arnaud
1795;4820;jean-marie larrieu
1796;;berry, richard
1797;;abreu, ale
1798;8580;lea fredeval
1799;;omond, eric
1800;8684;eric rochant, jacques audiard, anna novion, samuel collardey
1801;931;joachim delmotte
1802;931;matthieu moerlen
1803;;lanners, bouli
1804;;giannoli, xavier
1805;;geffenblad, lotta
1806;;roinsard, regis.
1807;;hitchcock, alfred
1808;7984;tonie marshall
1809;7704;damien maric
1810;8457;daniel syrkin
1811;8619;eric rochant
1812;8619;pascale ferran
1813;8619;anna novion
1814;8619;leila marrakchi
1815;;bergeron, bibo
1816;;coffin, pierre
1817;7875;jean christophe delpias
1818;;vaughn, matthew
1819;;lawrence, francis
1820;;russell, david o
1821;;la patelliere, alexandre de
1822;;benyamina, houda
1823;8596;herve mimran
1824;;shanley, john patrick
1825;;zviaguintsev, andreei
1826;2463;elsa bennett, hippolyte dard
1827;2463;slimane-baptiste berhoun
1828;8410;anne le ny
1829;;robert, yves
1830;8736;dominique rocher
1831;7143;michael youn
1832;8402;marc recuenco
1833;8771;emmanuel finkiel
1834;8109;rizal mantovani
1835;;senez, guillaume
1836;;quillevere, katell
1837;;docter, pete
1838;8865;elie wajeman
1839;8912;giovanni aloi
1840;;kurzel, justin
1841;;apted, michael
1842;;lussi-modeste, teddy
1843;;shults, trey edward
1844;;hughes, albert
1845;;hansen-love, mia
1846;1047;hallali alysse
1847;1047;martin thibaut
1848;;neel, julien
1849;8834;laurent perreau
1850;8898;ludovic colbeau justin
1851;;clooney, george
1852;;de vito, danny
1853;;sciamma, caeline
1854;;pawlikowski, pawel
1855;;quillaevaerae, katell
1856;8910;stephane malhuret
1857;;penna, joe
1858;8781;nicolas guicheteau
1859;8811;franck dubosc
1860;8043;titus selge
1861;4529;archie borders
1862;;proyas, alex
1863;;mckay, adam
1864;;anderson, wes
1865;;chadwick, justin
1866;;leon de aranoa, fernando
1867;3728;francis magnin
1868;6877;marc-aurele vecchione
1869;;silberling, brad
1870;;noyce, phillip
1871;7464;olivier nakache
1872;7464;eric toledano
1873;7464;pierre salvadori
1874;7464;mathieu vadepied
1875;7464;nicolas parisier
1876;;saldanha, carlos
1877;;sengelin, emilie
1878;;audiard, jacques
1879;6363;frederic berthe
1880;6363;eric le roux
1881;7749;laurent lafitte
1882;8006;yves renier
1883;;snyder, zack
1884;;gunn, james
1885;;edwards, gareth
1886;;snyder, zach
1887;;yeatman, hoyt
1888;5875;michel reilhac
1889;;bigelow, kathryn
1890;;kruithof, thomas
1891;;hazanavicius, michel
1892;;roskam, michael r.
1893;;chabrol, claude
